,D0: Trial,D1: Attackers,D2: Retreat
0,1.0,29,10.0
1,1.0,9,14.0
2,1.0,5,14.0
3,1.0,14,14.0
4,1.0,13,14.0
5,2.0,34,14.0
6,2.0,36,14.0
7,2.0,28,14.0
8,3.0,40,14.0
9,3.0,6,10.0
10,4.0,40,0.0
11,4.0,25,14.0
12,4.0,27,14.0
13,5.0,33,14.0
14,5.0,40,14.0
15,5.0,25,10.0
16,5.0,14,0.0
17,6.0,8,0.0
18,6.0,40,14.0
19,6.0,14,10.0
20,6.0,6,14.0
21,6.0,-1,14.0
22,6.0,13,0.0
23,8.0,-1,0.0
24,8.0,12,10.0
25,8.0,25,10.0
26,8.0,27,10.0
27,8.0,2,14.0
28,8.0,3,14.0
29,8.0,1,10.0
30,8.0,-1,14.0
31,9.0,33,14.0
32,9.0,6,14.0
33,9.0,32,0.0
34,9.0,26,0.0
35,9.0,27,10.0
36,9.0,40,10.0
37,9.0,3,0.0
38,10.0,12,0.0
39,10.0,27,0.0
40,11.0,6,10.0
41,11.0,7,10.0
42,11.0,1,10.0
43,11.0,37,10.0
44,11.0,26,0.0
45,12.0,27,10.0
46,12.0,32,14.0
47,12.0,-1,14.0
48,12.0,14,10.0
49,12.0,36,10.0
50,12.0,39,10.0
51,13.0,33,0.0
52,13.0,-1,14.0
53,13.0,36,10.0
54,13.0,40,10.0
55,14.0,-1,10.0
56,14.0,3,10.0
57,14.0,6,10.0
58,14.0,14,10.0
59,14.0,4,10.0
60,14.0,7,10.0
61,14.0,27,10.0
62,14.0,37,0.0
63,14.0,36,0.0
64,14.0,19,10.0
65,15.0,-1,14.0
66,15.0,17,10.0
67,15.0,1,10.0
68,15.0,37,14.0
69,15.0,-1,10.0
70,15.0,-1,10.0
71,15.0,14,10.0
72,15.0,4,10.0
73,15.0,-1,14.0
