"ID","TRANSITIVITY","BETWEENNESS","NODE_STRENGTH","EIGENVECTOR"
1,0.9,39,0.25,0.190724694495955
2,0.695238095238093,35,0.75,0.512245455573695
3,0,0,0,0.00711548538221308
4,1,0,0.1,0.0442479941477004
5,1,0,0.15,0.0692021841482326
6,0.62549019607843,72,0.85,0.587151299420737
7,1,0,0.1,0.0654707510227127
8,0.633578431372549,59.75,1.2,1
9,0.999999999999999,4,0.7,0.562592559990024
10,0.984848484848483,9,0.6,0.486836551319259
11,0.574404761904761,115,0.7,0.568197674331841
12,0.609848484848485,48,1.1,0.774096377578576
13,0,0,0,0.00711548538221308
14,0,0,0,0.00711548538221308
15,1,0,0.15,0.0692021819105065
16,0,0,0,0.00711548538221308
17,1.07272727272727,0,0.55,0.45303950781077
18,0,0,0,0.00711548538221308
19,0,0,0,0.00711548538221308
20,0,0,0,0.00711548538221308
21,0.666666666666667,8,0.2,0.113278644241451
22,0.6125,56,1,0.738901228859324
23,0.504807692307692,68.75,0.8,0.514081088515884
24,1,0,0.1,0.0498443408950617
25,0,0,0,0.00711548538221308
26,0.731617647058824,8.25,0.85,0.624951416157508
27,0,0,0,0.00711548538221308
28,1.06481481481481,0,0.45,0.319653036994959
29,1.07272727272727,0,0.55,0.453039506510592
30,1.07272727272727,1,0.55,0.453039508486643
31,0.777777777777777,10,0.5,0.345334964109545
32,0,0,0,0.00711548538221308
33,0,0,0,0.00711548538221308
34,0.52,95,1.25,0.96969173459608
35,0,0,0,0.00711548538221308
36,0,0,0,0.00711548538221308
37,1,0,0.1,0.0654707490776742
38,1.02777777777778,0,0.45,0.370331240349826
39,0,0,0,0.00711548538221308
40,1,0,0.1,0.0498443378542907
